Date,Store,Product,Category,Price,Quantity,Payment_Method,City,Customer_Age,Customer_Gender,Weekly_Sales,Holiday_Flag
2022-02-09,Store A,Jacket,Clothing,1133.64,1.0,Debit Card,New York,57.0,Male,1305.33,0
2023-10-27,Store B,Smartwatch,Electronics,558.14,5.0,Debit Card,Chicago,66.0,Male,3335.13,0
2023-03-05,Store A,Bread,Groceries,1093.25,8.0,Credit Card,Phoenix,19.0,Male,8899.84,0
2022-10-15,Store C,Coffee Maker,Home & Kitchen,490.72,8.0,Debit Card,Chicago,26.0,,3573.93,0
2023-04-16,Store C,Eggs,Groceries,95.67,8.0,Credit Card,Los Angeles,25.0,Male,733.07,0
2023-08-22,Store B,Bread,Groceries,654.74,6.0,Online Payment,Chicago,39.0,Male,4277.39,0
2023-10-26,Store A,Smartphone,Electronics,1355.95,3.0,Debit Card,Chicago,68.0,Male,4301.0,0
2022-10-06,Store B,Eggs,Groceries,1901.88,7.0,Debit Card,New York,50.0,Female,12039.99,1
2022-11-24,Store A,Tennis Racket,Sports,1040.57,6.0,,Phoenix,42.0,Female,7277.92,0
2022-11-24,Store A,Bread,Groceries,419.04,7.0,Online Payment,Phoenix,33.0,Male,2354.17,0
2023-10-19,Store D,Cheese,Groceries,1894.76,,Cash,Phoenix,48.0,Female,17679.63,0
2022-12-13,Store C,Jacket,Clothing,1488.47,1.0,Online Payment,Chicago,39.0,Male,1350.91,0
2022-10-14,Store D,Laptop,Electronics,347.8,9.0,,New York,69.0,Female,2772.1,0
2023-09-14,Store A,Bread,Groceries,376.71,7.0,Debit Card,New York,68.0,Female,3080.87,0
2022-02-06,Store C,T-Shirt,Clothing,481.0,7.0,Online Payment,Houston,58.0,Female,3704.87,0
2023-04-23,Store D,Laptop,Electronics,1000.88,2.0,Debit Card,Los Angeles,55.0,Male,1777.83,0
2022-08-03,Store C,Smartphone,Electronics,839.58,6.0,Cash,New York,41.0,Male,5241.2,1
2023-08-17,Store C,Blender,Home & Kitchen,189.11,,Debit Card,Houston,68.0,Male,1664.88,0
2022-11-17,Store B,Jacket,Clothing,1223.49,3.0,,New York,34.0,Female,4038.65,0
2023-09-05,Store B,Sneakers,Clothing,187.71,1.0,,Phoenix,66.0,,160.44,1
2023-03-03,Store D,Smartwatch,Electronics,980.25,6.0,Debit Card,Los Angeles,62.0,Male,5033.74,0
2023-11-24,Store C,Basketball,Sports,1824.11,3.0,Debit Card,New York,47.0,Male,4783.82,0
2023-06-12,Store C,Milk,Groceries,1365.09,1.0,Cash,Houston,33.0,Female,1365.43,0
2023-03-09,Store B,Basketball,Sports,1574.51,4.0,Debit Card,Houston,32.0,Male,6871.25,0
2022-08-01,Store A,Milk,Groceries,1087.23,8.0,Credit Card,Los Angeles,48.0,Male,9258.03,0
2023-12-20,Store D,T-Shirt,Clothing,,8.0,Credit Card,Chicago,40.0,Male,8550.73,0
2022-07-20,Store C,Smartwatch,Electronics,1169.51,5.0,Debit Card,Los Angeles,49.0,Male,5896.84,0
2023-06-24,Store A,Bread,Groceries,1554.97,1.0,Cash,New York,59.0,Male,1384.16,0
2023-01-23,Store A,Bread,Groceries,652.07,1.0,Cash,Los Angeles,39.0,Male,711.64,0
2023-06-09,Store D,Eggs,Groceries,761.29,8.0,Debit Card,New York,31.0,Female,6914.38,0
2022-11-29,Store A,Basketball,Sports,1608.61,4.0,Credit Card,Houston,46.0,Male,7714.08,0
2022-03-16,Store D,Eggs,Groceries,1861.63,7.0,Credit Card,Houston,58.0,Male,12792.59,0
2022-06-11,Store C,Cheese,Groceries,747.23,2.0,Credit Card,Houston,,Female,1274.12,0
2022-09-25,Store A,Eggs,Groceries,1065.3,1.0,Debit Card,Phoenix,62.0,,1021.32,0
2023-05-31,Store D,Blender,Home & Kitchen,1702.38,8.0,Debit Card,Los Angeles,68.0,Male,15780.47,0
2022-07-14,Store D,Microwave,Home & Kitchen,511.0,5.0,Online Payment,Chicago,31.0,Female,2720.39,0
2022-02-17,Store D,Basketball,Sports,126.85,4.0,Cash,Los Angeles,69.0,Female,569.55,0
2023-06-01,Store A,Smartphone,Electronics,1589.45,,Online Payment,Chicago,23.0,Female,6273.32,0
2022-06-13,Store B,T-Shirt,Clothing,829.28,5.0,Debit Card,Chicago,21.0,Male,3433.4,0
2022-12-10,Store B,Bread,Groceries,1635.3,7.0,Online Payment,Phoenix,26.0,Female,10918.32,0
2022-04-13,Store C,Laptop,Electronics,175.27,4.0,Online Payment,Houston,57.0,Male,676.22,0
2022-10-22,Store B,Sneakers,Clothing,541.36,1.0,Cash,New York,38.0,Female,626.97,0
2023-07-23,Store B,Milk,Groceries,,5.0,Online Payment,Phoenix,41.0,Female,9950.78,0
2023-04-09,Store B,Laptop,Electronics,952.84,4.0,Online Payment,Los Angeles,67.0,Female,4203.06,0
2022-03-09,Store B,Football,Sports,1981.4,3.0,Online Payment,New York,60.0,Female,5806.99,0
2023-12-22,Store B,Yoga Mat,Sports,390.35,2.0,Debit Card,Los Angeles,67.0,Female,772.12,0
2023-04-06,Store A,Laptop,Electronics,534.02,1.0,Cash,Chicago,61.0,Female,633.44,1
2023-09-16,Store C,T-Shirt,Clothing,962.69,7.0,Online Payment,Chicago,19.0,Female,7426.56,0
2023-05-22,Store A,Headphones,Electronics,742.12,2.0,Credit Card,Chicago,45.0,Male,1580.23,0
2022-11-15,Store C,Bread,Groceries,158.73,6.0,Cash,Houston,,Male,1026.82,0
2022-01-20,Store A,Tennis Racket,Sports,108.14,1.0,Credit Card,Los Angeles,22.0,Female,91.79,0
2023-03-18,Store A,Yoga Mat,Sports,1128.97,5.0,Debit Card,Chicago,42.0,,6467.72,0
2023-03-03,Store C,Football,Sports,1397.91,4.0,Cash,Phoenix,26.0,Male,5708.77,0
2022-12-21,Store A,Basketball,Sports,307.13,4.0,Cash,Phoenix,,Female,1284.74,0
2022-06-21,Store D,Eggs,Groceries,1881.21,5.0,Credit Card,Los Angeles,54.0,Female,10848.92,0
2023-02-06,Store D,Football,Sports,453.11,9.0,Cash,Phoenix,,Male,3875.71,0
2023-01-19,Store B,Jacket,Clothing,1524.54,5.0,Cash,Phoenix,49.0,Male,8738.97,0
2023-09-07,Store A,Jacket,Clothing,78.83,8.0,Cash,New York,51.0,,562.53,0
2022-01-01,Store C,T-Shirt,Clothing,1908.33,4.0,,Houston,49.0,Male,6804.78,0
2022-02-28,Store A,Tennis Racket,Sports,802.72,3.0,Debit Card,Los Angeles,20.0,Male,2294.94,1
2023-02-20,Store A,Vacuum,Home & Kitchen,1782.26,3.0,Debit Card,Phoenix,45.0,Female,4752.99,0
2022-12-05,Store C,Tennis Racket,Sports,862.04,5.0,Debit Card,Chicago,30.0,Female,4686.83,0
2023-06-09,Store C,Coffee Maker,Home & Kitchen,167.78,7.0,Credit Card,Los Angeles,18.0,Male,1175.17,0
2023-11-07,Store B,Blender,Home & Kitchen,1939.79,3.0,Debit Card,Phoenix,46.0,Female,5684.42,0
2023-03-05,Store B,Blender,Home & Kitchen,1161.3,4.0,Credit Card,Phoenix,55.0,Female,5239.19,1
2022-09-25,Store A,Smartphone,Electronics,,1.0,Debit Card,Houston,22.0,Male,1525.8,1
2023-05-18,Store C,Smartphone,Electronics,856.58,7.0,Credit Card,Phoenix,,Male,4869.8,0
2022-10-30,Store C,Yoga Mat,Sports,124.59,6.0,Online Payment,Houston,44.0,Female,634.51,0
2022-12-15,Store C,Football,Sports,969.17,8.0,Cash,Houston,64.0,Female,7041.97,0
2022-03-29,Store B,Smartwatch,Electronics,694.99,7.0,Online Payment,Los Angeles,49.0,Female,5023.96,0
2023-01-22,Store D,Jeans,Clothing,1788.5,1.0,Credit Card,Phoenix,22.0,Female,1952.66,0
2023-10-04,Store B,Vacuum,Home & Kitchen,1340.86,5.0,Credit Card,New York,20.0,Male,6090.58,0
2023-01-20,Store A,Sneakers,Clothing,148.81,8.0,Online Payment,Phoenix,37.0,Female,1002.56,0
2022-08-24,Store D,Cheese,Groceries,1057.49,2.0,Debit Card,Los Angeles,48.0,Female,1833.65,0
2022-12-07,Store C,Jeans,Clothing,695.91,9.0,Credit Card,Chicago,69.0,Male,6397.98,0
2022-12-12,Store C,Sneakers,Clothing,1894.83,8.0,Cash,Chicago,64.0,Female,15194.35,0
2023-06-02,Store D,Headphones,Electronics,1799.8,2.0,Online Payment,Chicago,23.0,Male,3231.51,0
2023-08-29,Store A,Jacket,Clothing,1514.51,6.0,Credit Card,Los Angeles,,Male,7947.87,0
2022-11-09,Store A,Jeans,Clothing,1594.38,7.0,Debit Card,Phoenix,67.0,Male,10325.23,1
2022-01-02,Store B,Blender,Home & Kitchen,1522.05,1.0,Cash,Houston,67.0,Female,1646.3,1
2023-03-06,Store C,Tennis Racket,Sports,343.61,4.0,Debit Card,Chicago,60.0,Female,1476.37,0
2023-10-25,Store B,Milk,Groceries,284.47,2.0,Online Payment,Chicago,26.0,Female,528.56,0
2023-05-29,Store D,Vacuum,Home & Kitchen,1479.04,3.0,,Los Angeles,29.0,Female,4718.82,0
2022-05-09,Store C,Coffee Maker,Home & Kitchen,808.39,4.0,Online Payment,New York,68.0,Male,3469.21,0
2023-02-16,Store A,Coffee Maker,Home & Kitchen,833.17,3.0,Cash,Phoenix,,Male,2625.14,0
2022-10-29,Store B,Vacuum,Home & Kitchen,1458.34,7.0,Online Payment,Los Angeles,39.0,Female,8904.14,0
2023-08-27,Store B,Basketball,Sports,1329.75,6.0,Online Payment,Chicago,50.0,Male,7719.78,0
2023-03-24,Store A,Headphones,Electronics,337.63,1.0,Online Payment,Chicago,53.0,Female,342.15,0
2023-10-26,Store D,Smartwatch,Electronics,1243.22,5.0,Cash,New York,22.0,Female,6790.02,0
2023-05-14,Store B,Basketball,Sports,814.99,5.0,Credit Card,New York,31.0,Male,3638.14,0
2023-05-23,Store D,Coffee Maker,Home & Kitchen,1586.74,4.0,Credit Card,New York,26.0,Female,5779.39,0
2023-09-01,Store A,Vacuum,Home & Kitchen,1876.44,7.0,Credit Card,Chicago,48.0,Male,14426.09,0
2022-02-15,Store C,Laptop,Electronics,1484.55,,Cash,Houston,66.0,Female,13515.53,0
2022-04-20,Store B,Smartphone,Electronics,1797.03,4.0,Cash,Chicago,42.0,Female,7195.5,0
2022-04-06,Store B,Jeans,Clothing,1392.55,5.0,Cash,Los Angeles,60.0,Male,6264.5,0
2022-02-09,Store B,Smartphone,Electronics,746.08,5.0,Online Payment,Phoenix,29.0,Female,3714.57,0
2022-10-25,Store C,Cheese,Groceries,519.59,9.0,Online Payment,Chicago,18.0,Male,4707.43,0
2023-06-14,Store D,Basketball,Sports,617.41,7.0,Credit Card,New York,43.0,Female,4630.44,0
2023-07-07,Store D,Headphones,Electronics,954.56,2.0,Debit Card,Phoenix,,Female,2011.77,0
2022-08-17,Store D,Football,Sports,1572.92,7.0,Debit Card,New York,46.0,Female,13135.55,0
2023-06-20,Store A,Smartphone,Electronics,575.84,1.0,Cash,Los Angeles,,Female,465.09,0
2022-08-15,Store B,Coffee Maker,Home & Kitchen,378.89,9.0,Credit Card,Houston,36.0,Female,3845.21,0
2022-11-26,Store C,Smartphone,Electronics,957.45,7.0,Cash,New York,,Female,6769.86,0
2023-04-26,Store D,Laptop,Electronics,541.25,8.0,Cash,Chicago,62.0,Female,3891.56,0
2022-04-03,Store D,Football,Sports,1000.3,,,Houston,45.0,Female,10210.53,0
2022-05-01,Store C,Microwave,Home & Kitchen,842.16,6.0,Credit Card,Chicago,68.0,Male,4474.29,0
2023-11-25,Store B,Basketball,Sports,660.5,6.0,Online Payment,New York,19.0,Male,4087.84,0
2022-05-05,Store B,Jacket,Clothing,897.17,6.0,Credit Card,New York,18.0,Female,5716.18,0
2023-09-20,Store C,Yoga Mat,Sports,172.86,8.0,Cash,Houston,52.0,Male,1540.72,0
2023-07-06,Store B,Eggs,Groceries,1399.2,9.0,Online Payment,New York,60.0,Male,11373.25,0
2023-11-17,Store D,T-Shirt,Clothing,1387.92,2.0,Credit Card,Phoenix,57.0,Male,2266.4,0
2022-09-26,Store A,Basketball,Sports,1534.22,6.0,Debit Card,Chicago,21.0,Female,8480.01,1
2022-08-31,Store A,T-Shirt,Clothing,1665.62,1.0,Online Payment,Chicago,63.0,Female,1441.5,0
2022-10-08,Store A,T-Shirt,Clothing,813.27,2.0,Cash,Los Angeles,35.0,Female,1822.92,0
2022-07-20,Store A,T-Shirt,Clothing,1247.35,9.0,Credit Card,New York,19.0,Male,10142.12,0
2023-10-18,Store A,Milk,Groceries,1951.82,,Credit Card,Los Angeles,45.0,Female,6546.84,0
2023-05-23,Store A,Tennis Racket,Sports,1727.48,3.0,Online Payment,Houston,44.0,Male,5811.55,1
2023-10-23,Store B,Football,Sports,761.71,5.0,,Phoenix,43.0,Female,3557.49,0
2022-11-10,Store A,Smartphone,Electronics,1518.21,3.0,Debit Card,Houston,46.0,Female,4866.45,0
2022-07-01,Store D,Coffee Maker,Home & Kitchen,554.2,3.0,Debit Card,Chicago,18.0,Female,1827.39,0
2022-11-06,Store B,Coffee Maker,Home & Kitchen,123.06,3.0,Debit Card,Phoenix,61.0,Male,353.82,0
2023-02-11,Store A,Vacuum,Home & Kitchen,864.57,5.0,Online Payment,Phoenix,28.0,Female,5011.1,0
2022-10-09,Store A,Smartphone,Electronics,1027.01,5.0,Credit Card,Los Angeles,66.0,Male,5678.96,0
2023-01-28,Store D,Football,Sports,1249.37,5.0,Cash,Los Angeles,59.0,Female,7023.8,0
2023-03-04,Store A,Microwave,Home & Kitchen,1375.64,7.0,Debit Card,Phoenix,33.0,Female,8154.29,0
2023-12-14,Store A,Milk,Groceries,491.77,3.0,Debit Card,Phoenix,45.0,Female,1745.67,0
2023-09-09,Store B,Microwave,Home & Kitchen,1143.67,9.0,Credit Card,Los Angeles,26.0,Female,9958.28,0
2023-02-23,Store C,Sneakers,Clothing,27.78,1.0,Credit Card,Phoenix,21.0,Male,33.01,0
2022-08-15,Store C,Jeans,Clothing,325.92,2.0,Credit Card,Phoenix,32.0,Female,639.66,0
2022-09-26,Store A,Coffee Maker,Home & Kitchen,920.95,5.0,Online Payment,Phoenix,22.0,,4060.0,0
2023-07-12,Store D,Eggs,Groceries,273.48,1.0,Credit Card,Los Angeles,51.0,Female,309.75,1
2022-01-05,Store A,Jacket,Clothing,1124.75,7.0,Credit Card,Houston,43.0,Male,6425.94,0
2023-06-27,Store B,Sneakers,Clothing,823.74,,Cash,Phoenix,37.0,Male,3950.33,0
2023-08-03,Store C,Football,Sports,164.53,4.0,,Los Angeles,23.0,Male,642.2,0
2023-02-08,Store B,Laptop,Electronics,1259.39,4.0,Credit Card,New York,68.0,Male,5047.32,0
2023-11-18,Store D,Smartwatch,Electronics,846.32,2.0,Online Payment,Los Angeles,35.0,Male,1771.66,0
2022-04-02,Store D,Bread,Groceries,1619.69,7.0,Credit Card,Houston,67.0,Male,9550.1,0
2023-12-28,Store B,Smartphone,Electronics,1449.59,6.0,Credit Card,Chicago,29.0,Male,10369.47,1
2022-03-14,Store A,Yoga Mat,Sports,189.12,9.0,Debit Card,Houston,60.0,Male,1829.93,0
2023-11-11,Store B,Tennis Racket,Sports,1875.27,6.0,Online Payment,Houston,61.0,Male,9702.73,0
2022-11-17,Store A,Blender,Home & Kitchen,1911.12,,Debit Card,Houston,57.0,Female,10930.25,0
2023-11-29,Store C,Sneakers,Clothing,48.72,4.0,Debit Card,Chicago,60.0,Male,201.91,0
2023-11-16,Store B,Headphones,Electronics,1677.02,5.0,,New York,19.0,Female,7993.14,0
2023-04-04,Store B,Jeans,Clothing,1982.56,3.0,Debit Card,Phoenix,,Female,6193.25,0
2023-12-17,Store D,Smartphone,Electronics,807.88,9.0,Cash,Phoenix,43.0,Female,5817.13,0
2022-12-17,Store D,Smartwatch,Electronics,1043.93,2.0,Debit Card,Chicago,57.0,Female,1777.27,0
2023-07-01,Store A,Laptop,Electronics,951.5,5.0,Online Payment,Chicago,27.0,Female,4792.29,0
2023-09-24,Store A,Sneakers,Clothing,947.14,6.0,Debit Card,Phoenix,50.0,Female,6710.62,0
2022-04-13,Store C,Jacket,Clothing,1272.65,9.0,Credit Card,Los Angeles,55.0,Female,10472.02,0
2022-12-23,Store A,Football,Sports,199.73,4.0,Debit Card,New York,35.0,Female,666.87,0
2022-07-08,Store A,Smartphone,Electronics,1971.68,8.0,Cash,New York,42.0,Male,16186.17,0
2023-05-16,Store B,Jacket,Clothing,,,Credit Card,Phoenix,29.0,Male,4842.84,0
2022-04-28,Store C,Smartwatch,Electronics,1286.92,,Cash,Houston,64.0,Male,1357.73,0
2023-03-29,Store A,Sneakers,Clothing,464.22,3.0,Debit Card,Houston,34.0,Male,1432.77,0
2023-04-10,Store A,Jeans,Clothing,1731.83,2.0,Online Payment,New York,64.0,Female,3385.32,0
2023-12-11,Store C,Blender,Home & Kitchen,72.59,1.0,Cash,Los Angeles,39.0,Male,68.59,0
2023-03-29,Store C,Vacuum,Home & Kitchen,1886.25,2.0,Online Payment,Los Angeles,65.0,Male,4480.96,0
2023-06-07,Store C,Smartwatch,Electronics,522.55,2.0,Online Payment,New York,37.0,Female,987.85,0
2023-12-27,Store D,Eggs,Groceries,1774.99,1.0,Cash,Los Angeles,20.0,Female,1691.87,1
2022-04-28,Store C,Football,Sports,1565.12,,Online Payment,Phoenix,63.0,Female,7098.11,0
2022-07-10,Store B,Laptop,Electronics,614.87,7.0,,New York,35.0,Male,3905.49,0
2023-10-17,Store C,Blender,Home & Kitchen,1387.88,9.0,Debit Card,Houston,27.0,Male,14709.6,0
2022-10-05,Store A,Basketball,Sports,1734.21,9.0,Credit Card,Chicago,28.0,Female,18420.18,0
2022-04-29,Store A,Eggs,Groceries,1549.11,1.0,Online Payment,New York,44.0,Male,1562.31,1
2023-06-06,Store D,T-Shirt,Clothing,1420.79,3.0,Credit Card,Houston,,Male,4299.11,0
2022-06-23,Store D,Tennis Racket,Sports,1875.63,8.0,Cash,Phoenix,55.0,Male,13463.6,0
2022-06-10,Store C,Bread,Groceries,1135.95,5.0,Credit Card,Phoenix,61.0,Male,5543.11,0
2022-06-10,Store B,Vacuum,Home & Kitchen,211.43,2.0,Cash,Chicago,21.0,Male,491.7,0
2023-07-20,Store D,Headphones,Electronics,1056.82,5.0,Credit Card,New York,41.0,Male,4985.48,0
2023-05-21,Store B,Tennis Racket,Sports,1873.3,7.0,Cash,Phoenix,,Male,14641.09,0
2023-09-14,Store D,Vacuum,Home & Kitchen,1286.94,2.0,Credit Card,Los Angeles,43.0,Male,2536.3,0
2022-02-25,Store D,Microwave,Home & Kitchen,1014.32,8.0,Debit Card,Houston,30.0,Female,6788.6,0
2023-12-25,Store C,Cheese,Groceries,280.34,7.0,Credit Card,Houston,46.0,Female,2344.92,0
2022-09-05,Store B,Smartwatch,Electronics,363.3,9.0,Online Payment,Los Angeles,35.0,Female,2925.22,0
2023-04-29,Store A,Tennis Racket,Sports,140.33,1.0,Online Payment,Chicago,18.0,Male,155.54,0
2022-04-23,Store B,Laptop,Electronics,134.46,4.0,Debit Card,Phoenix,20.0,Female,483.38,0
2023-04-18,Store D,Cheese,Groceries,1194.99,1.0,Debit Card,Chicago,28.0,Female,1168.42,0
2023-02-04,Store B,Jacket,Clothing,341.87,,Debit Card,New York,33.0,Male,278.3,0
2023-11-20,Store B,Cheese,Groceries,1035.56,6.0,Online Payment,New York,25.0,Female,7093.51,0
2022-03-10,Store B,Jeans,Clothing,513.05,8.0,Credit Card,Houston,54.0,Male,3952.39,1
2023-09-15,Store B,Bread,Groceries,899.98,4.0,Debit Card,New York,43.0,Female,4003.69,0
2023-03-06,Store A,Football,Sports,939.74,4.0,Online Payment,Houston,56.0,Male,3647.97,0
2022-08-21,Store D,Cheese,Groceries,701.67,3.0,Cash,Phoenix,50.0,Female,2405.04,0
2023-06-03,Store D,Cheese,Groceries,1005.64,8.0,Online Payment,Phoenix,41.0,Male,7068.94,0
2023-01-11,Store C,Milk,Groceries,83.34,3.0,Online Payment,Phoenix,49.0,Male,282.87,0
2023-05-01,Store B,Microwave,Home & Kitchen,1971.94,2.0,Online Payment,Houston,55.0,Male,3715.03,0
2023-07-27,Store A,Eggs,Groceries,1959.4,,Credit Card,Phoenix,62.0,Female,4764.16,0
2022-05-19,Store D,Yoga Mat,Sports,418.58,1.0,Cash,Houston,39.0,Female,457.86,0
2023-04-12,Store A,Coffee Maker,Home & Kitchen,,6.0,Credit Card,New York,45.0,Female,7982.19,0
2022-12-23,Store C,Laptop,Electronics,,3.0,Credit Card,Chicago,68.0,Male,3255.2,0
2023-03-09,Store B,Basketball,Sports,1574.51,4.0,Debit Card,Houston,32.0,Male,6871.25,0
2022-08-17,Store C,Smartphone,Electronics,1022.75,9.0,Debit Card,Chicago,21.0,,9252.24,0
2022-12-15,Store D,Microwave,Home & Kitchen,,4.0,Credit Card,Chicago,36.0,Male,5541.36,0
2023-07-25,Store D,Smartwatch,Electronics,343.91,9.0,Credit Card,Los Angeles,34.0,Female,2905.72,0
2023-01-31,Store C,Cheese,Groceries,270.9,1.0,Credit Card,New York,40.0,Male,266.03,0
2023-04-22,Store C,Microwave,Home & Kitchen,951.06,4.0,Credit Card,Chicago,59.0,Male,4328.54,0
2022-10-03,Store D,Headphones,Electronics,1436.16,3.0,Cash,Houston,25.0,Female,4147.81,0
2023-03-01,Store A,Basketball,Sports,987.27,1.0,Online Payment,Houston,23.0,Female,973.03,0
2023-02-01,Store C,Laptop,Electronics,1299.12,4.0,Online Payment,Houston,,Female,5453.2,0
2023-06-07,Store A,Sneakers,Clothing,1901.79,9.0,Debit Card,Los Angeles,36.0,Male,15733.49,0
2023-02-15,Store D,Bread,Groceries,6.19,1.0,Debit Card,Phoenix,64.0,Female,7.31,0
2023-12-28,Store D,Jeans,Clothing,1375.45,7.0,Debit Card,New York,63.0,Female,10357.64,0
2023-07-19,Store B,Jacket,Clothing,1889.81,3.0,Online Payment,Phoenix,63.0,Female,5096.47,0
2023-01-26,Store C,Eggs,Groceries,439.41,3.0,Cash,Houston,49.0,Female,1356.95,0
2023-11-04,Store B,Eggs,Groceries,1266.63,3.0,Cash,Chicago,37.0,Male,4053.14,0
2023-03-28,Store A,Blender,Home & Kitchen,1964.19,4.0,Online Payment,Chicago,31.0,Male,8395.67,0
2022-11-23,Store D,Coffee Maker,Home & Kitchen,1192.79,,Credit Card,Houston,,Male,8105.02,0
2022-12-21,Store A,Coffee Maker,Home & Kitchen,11.27,7.0,Cash,Los Angeles,48.0,Female,65.71,0
2022-11-18,Store D,Microwave,Home & Kitchen,1711.82,3.0,Cash,New York,23.0,Male,4810.16,0
2023-12-29,Store D,Coffee Maker,Home & Kitchen,1930.03,7.0,Online Payment,New York,45.0,Female,14294.61,0
2022-06-24,Store B,Coffee Maker,Home & Kitchen,1057.66,6.0,Online Payment,Phoenix,55.0,Female,6195.59,0
2022-10-10,Store A,Eggs,Groceries,1187.58,9.0,,Los Angeles,33.0,Female,10244.93,0
2022-12-08,Store C,T-Shirt,Clothing,137.0,5.0,Credit Card,Phoenix,25.0,Female,753.34,0
2022-06-07,Store D,Laptop,Electronics,1791.63,4.0,Credit Card,Chicago,19.0,Female,6659.1,0
2023-03-10,Store C,Tennis Racket,Sports,660.47,7.0,Credit Card,Phoenix,30.0,Male,3940.37,0
2023-05-13,Store D,Microwave,Home & Kitchen,99.16,6.0,Credit Card,New York,25.0,Male,559.21,0
2022-03-09,Store D,Smartphone,Electronics,1984.31,4.0,Cash,Phoenix,43.0,Female,9089.48,0
2023-11-22,Store C,Milk,Groceries,128.77,8.0,Credit Card,Los Angeles,65.0,Female,1060.6,0
2022-10-24,Store C,Jeans,Clothing,1851.51,7.0,Debit Card,Phoenix,43.0,Male,11005.14,0
2023-01-02,Store A,Football,Sports,1964.6,7.0,Online Payment,Chicago,22.0,Female,14238.65,0
2023-06-14,Store B,T-Shirt,Clothing,1310.42,1.0,Cash,Houston,48.0,Female,1346.7,0
2022-10-01,Store C,Tennis Racket,Sports,1475.51,6.0,Online Payment,Los Angeles,57.0,Female,9365.94,0
2022-04-05,Store C,Cheese,Groceries,,8.0,Cash,Chicago,42.0,Male,5606.09,0
2022-01-22,Store A,Laptop,Electronics,1243.73,2.0,Debit Card,Chicago,46.0,Male,2857.13,1
2022-07-03,Store A,Coffee Maker,Home & Kitchen,1933.28,7.0,Online Payment,Los Angeles,66.0,Female,12953.26,0
2023-11-30,Store D,Microwave,Home & Kitchen,747.38,4.0,Debit Card,Houston,43.0,Female,3427.69,0
2022-02-03,Store B,Tennis Racket,Sports,719.53,8.0,Online Payment,Los Angeles,20.0,Female,4656.07,0
2023-03-02,Store B,Cheese,Groceries,1400.13,4.0,,Chicago,26.0,Female,6679.85,0
2023-10-21,Store C,Headphones,Electronics,1953.72,4.0,Debit Card,Phoenix,,Female,6308.17,0
2022-09-24,Store C,Cheese,Groceries,1248.64,9.0,Debit Card,Phoenix,53.0,Male,10823.71,0
2022-07-24,Store B,T-Shirt,Clothing,1394.77,5.0,Cash,Phoenix,41.0,Female,5906.02,0
2022-01-20,Store A,Sneakers,Clothing,598.1,6.0,Online Payment,Houston,52.0,Male,3869.66,0
2023-06-17,Store A,Jeans,Clothing,512.25,,Credit Card,Houston,37.0,Male,3467.53,0
2022-07-26,Store C,Microwave,Home & Kitchen,1567.41,6.0,Credit Card,Los Angeles,61.0,Female,10224.28,0
2022-10-03,Store D,Bread,Groceries,698.28,5.0,Cash,Chicago,59.0,Male,4155.25,0
2022-12-29,Store C,Milk,Groceries,1066.57,2.0,Credit Card,Phoenix,32.0,Female,2088.27,0
2023-05-27,Store C,Smartphone,Electronics,796.58,3.0,Credit Card,Chicago,19.0,Male,2234.88,0
2022-05-07,Store A,T-Shirt,Clothing,309.32,9.0,Online Payment,Chicago,57.0,Female,2699.4,0
2023-11-19,Store C,Smartphone,Electronics,308.45,4.0,Credit Card,Los Angeles,,Male,1381.16,1
2022-11-03,Store B,Basketball,Sports,903.45,9.0,,Chicago,34.0,Male,7921.29,0
2023-05-08,Store C,Jacket,Clothing,245.08,2.0,,Houston,20.0,Female,467.43,0
2022-01-26,Store C,Vacuum,Home & Kitchen,973.15,9.0,Credit Card,Houston,22.0,Male,9876.74,0
2023-11-26,Store C,Jacket,Clothing,1238.96,5.0,Debit Card,Los Angeles,21.0,Female,7422.93,1
2023-04-19,Store A,Tennis Racket,Sports,759.74,9.0,Credit Card,Phoenix,63.0,Female,6406.14,1
2022-01-21,Store D,Bread,Groceries,1819.5,5.0,Debit Card,New York,22.0,Male,9601.6,0
2023-07-16,Store D,Laptop,Electronics,1326.73,2.0,Debit Card,Phoenix,21.0,Female,2574.02,0
2022-03-19,Store C,Smartwatch,Electronics,372.68,5.0,,Chicago,48.0,Female,1549.76,0
2023-11-20,Store A,Football,Sports,1116.82,6.0,Cash,Houston,66.0,Male,5589.5,1
2022-10-31,Store D,Coffee Maker,Home & Kitchen,1931.01,5.0,Credit Card,Phoenix,26.0,Female,11201.47,0
2022-10-06,Store D,Milk,Groceries,1634.36,6.0,Cash,New York,35.0,Male,11161.78,0
2023-11-19,Store C,Yoga Mat,Sports,1654.17,3.0,Cash,Los Angeles,32.0,Female,5950.3,0
2022-02-28,Store A,Jeans,Clothing,1302.4,3.0,Debit Card,New York,32.0,Female,4188.88,0
2022-03-14,Store D,Laptop,Electronics,650.13,6.0,Debit Card,Houston,66.0,Female,3674.53,0
2023-08-14,Store A,Jacket,Clothing,,9.0,Online Payment,Phoenix,49.0,Female,3848.4,1
2022-01-03,Store A,T-Shirt,Clothing,1579.25,4.0,Cash,New York,28.0,Female,6706.68,1
2023-01-02,Store C,Cheese,Groceries,1843.42,8.0,Online Payment,Phoenix,61.0,Male,16665.76,0
